date,price,bedrooms,grade,has_basement,living_in_m2,renovated,nice_view,perfect_condition,real_bathrooms,has_lavatory,single_floor,month,quartile_zone
5/13/2014,700000,2,4,FALSE,188.59309,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,3
9/18/2014,227000,2,1,FALSE,104.98039,FALSE,FALSE,FALSE,1,FALSE,TRUE,9,1
6/23/2014,260000,3,3,FALSE,185.806,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,1
2/19/2015,208000,2,1,FALSE,97.54814999999999,FALSE,FALSE,TRUE,1,FALSE,TRUE,2,1
4/9/2015,625000,2,3,FALSE,211.81884,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,4
1/30/2015,359000,2,2,FALSE,184.87697,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,2
4/7/2015,630000,3,2,TRUE,230.39944,FALSE,FALSE,FALSE,2,FALSE,FALSE,4,3
2/3/2015,205000,2,2,FALSE,111.4836,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,1
12/24/2014,539500,3,3,TRUE,211.81884,FALSE,FALSE,FALSE,2,TRUE,TRUE,12,2
1/23/2015,261000,3,2,FALSE,169.08346,FALSE,FALSE,TRUE,1,TRUE,TRUE,1,1
11/11/2014,423000,3,2,TRUE,183.01891,FALSE,FALSE,TRUE,2,FALSE,FALSE,11,2
4/28/2015,513000,3,2,TRUE,179.30279,FALSE,FALSE,FALSE,2,TRUE,TRUE,4,2
8/27/2014,690000,2,4,TRUE,225.75429,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,4
2/2/2015,455000,2,2,FALSE,128.20614,FALSE,FALSE,FALSE,1,TRUE,FALSE,2,2
10/28/2014,849990,3,4,FALSE,306.5799,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,4
2/27/2015,340000,3,2,FALSE,114.27069,FALSE,FALSE,FALSE,1,FALSE,FALSE,2,2
9/15/2014,225000,3,2,TRUE,206.24466,FALSE,FALSE,FALSE,2,FALSE,TRUE,9,1
7/11/2014,250000,1,1,FALSE,95.69009,FALSE,FALSE,FALSE,1,FALSE,TRUE,7,1
10/17/2014,315000,2,1,FALSE,164.43831,FALSE,FALSE,FALSE,2,FALSE,TRUE,10,2
2/18/2015,799990,2,5,FALSE,264.77355,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,4
6/26/2014,450000,2,2,FALSE,142.14159,FALSE,FALSE,FALSE,1,TRUE,TRUE,6,2
9/29/2014,425000,3,2,TRUE,160.72219,FALSE,FALSE,FALSE,1,TRUE,TRUE,9,4
8/21/2014,489900,2,2,FALSE,156.07704,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,3
1/26/2015,438000,2,3,TRUE,217.39302,FALSE,FALSE,FALSE,2,TRUE,TRUE,1,4
1/28/2015,292000,2,3,FALSE,149.57383,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,1
3/11/2015,730000,3,3,TRUE,203.45757,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,4
7/1/2014,245000,2,1,FALSE,110.55457,FALSE,FALSE,TRUE,2,FALSE,FALSE,7,2
7/10/2014,426500,3,4,FALSE,250.8381,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,2
3/26/2015,499000,2,2,TRUE,117.98681,FALSE,FALSE,FALSE,1,FALSE,TRUE,3,3
10/17/2014,395000,3,2,FALSE,165.36734,FALSE,FALSE,FALSE,2,FALSE,FALSE,10,2
9/5/2014,863000,3,4,TRUE,260.1284,TRUE,FALSE,FALSE,1,TRUE,TRUE,9,3
6/26/2014,460000,3,2,TRUE,236.90265,FALSE,FALSE,FALSE,2,TRUE,TRUE,6,2
11/18/2014,157000,1,1,FALSE,80.82561,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,1
8/12/2014,589000,3,2,TRUE,178.37376,FALSE,FALSE,TRUE,1,TRUE,TRUE,8,3
5/20/2014,372500,3,2,FALSE,147.71577,FALSE,FALSE,FALSE,1,TRUE,FALSE,5,2
7/29/2014,630000,3,4,TRUE,248.05101,FALSE,FALSE,FALSE,2,FALSE,FALSE,7,3
2/20/2015,425000,3,2,TRUE,212.74787,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,2
7/11/2014,162950,1,3,FALSE,88.25785,FALSE,FALSE,FALSE,1,FALSE,TRUE,7,1
8/19/2014,475000,3,4,FALSE,196.95436,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,3
5/12/2014,302000,3,2,FALSE,202.52854,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,2
9/23/2014,220500,1,1,FALSE,91.97397,FALSE,FALSE,FALSE,1,FALSE,TRUE,9,3
6/20/2014,400000,3,3,FALSE,248.05101,FALSE,TRUE,FALSE,1,TRUE,FALSE,6,1
6/9/2014,212500,1,1,FALSE,95.69009,FALSE,FALSE,FALSE,2,FALSE,TRUE,6,1
5/24/2014,496700,2,3,FALSE,161.65122,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,3
5/21/2014,230000,3,1,FALSE,179.30279,TRUE,FALSE,FALSE,2,FALSE,FALSE,5,1
4/9/2015,802945,3,4,FALSE,371.612,FALSE,FALSE,FALSE,3,TRUE,FALSE,4,3
7/22/2014,215000,3,2,FALSE,139.3545,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
6/25/2014,395000,1,3,TRUE,125.41905,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,3
5/5/2014,560000,2,3,FALSE,176.5157,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,4
7/3/2014,509000,1,3,FALSE,179.30279,FALSE,FALSE,FALSE,1,TRUE,FALSE,7,4
5/4/2015,495000,3,2,TRUE,232.2575,FALSE,TRUE,FALSE,3,TRUE,TRUE,5,1
10/23/2014,621000,2,2,FALSE,124.49002,FALSE,FALSE,FALSE,1,FALSE,FALSE,10,4
8/27/2014,537000,3,2,TRUE,144.92867999999999,FALSE,FALSE,FALSE,2,FALSE,FALSE,8,4
11/21/2014,715000,2,5,TRUE,284.28318,FALSE,FALSE,FALSE,3,TRUE,FALSE,11,4
10/15/2014,300000,2,2,FALSE,157.9351,FALSE,FALSE,FALSE,1,TRUE,FALSE,10,1
3/6/2015,365070,3,2,FALSE,232.814918,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,1
5/27/2014,370000,1,2,TRUE,118.91584,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,2
9/18/2014,525000,1,2,FALSE,89.18688,TRUE,FALSE,FALSE,1,TRUE,TRUE,9,4
10/29/2014,810000,3,4,TRUE,329.80565,FALSE,FALSE,FALSE,3,TRUE,FALSE,10,2
9/16/2014,1153000,2,5,TRUE,351.17334,FALSE,TRUE,FALSE,3,TRUE,TRUE,9,4
4/20/2015,185000,2,2,FALSE,139.3545,FALSE,FALSE,FALSE,1,TRUE,TRUE,4,1
9/9/2014,425000,2,3,TRUE,232.2575,FALSE,FALSE,FALSE,1,TRUE,TRUE,9,2
9/2/2014,245000,2,2,TRUE,184.87697,FALSE,FALSE,FALSE,3,FALSE,TRUE,9,1
3/25/2015,250000,3,1,FALSE,143.99965,FALSE,FALSE,FALSE,1,FALSE,FALSE,3,1
11/18/2014,510000,2,5,FALSE,235.97362,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,4
9/25/2014,725000,2,4,FALSE,331.66371,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,3
10/6/2014,390000,1,1,TRUE,173.72861,FALSE,FALSE,FALSE,1,TRUE,FALSE,10,2
2/18/2015,225000,2,2,TRUE,201.59951,FALSE,FALSE,FALSE,2,TRUE,TRUE,2,2
10/29/2014,1040890,3,4,FALSE,388.33454,FALSE,FALSE,FALSE,3,FALSE,FALSE,10,4
3/30/2015,555000,3,3,TRUE,200.67048,TRUE,FALSE,FALSE,2,TRUE,TRUE,3,4
7/25/2014,675000,2,2,TRUE,236.90265,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,3
10/16/2014,464050,1,2,FALSE,72.46433999999999,FALSE,FALSE,FALSE,1,FALSE,TRUE,10,3
1/15/2015,389000,2,3,TRUE,125.41905,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,3
5/14/2014,542000,3,2,TRUE,176.5157,FALSE,FALSE,FALSE,1,TRUE,TRUE,5,4
7/1/2014,345000,1,1,FALSE,100.33524,FALSE,FALSE,FALSE,1,FALSE,TRUE,7,3
12/10/2014,275000,1,2,TRUE,119.84487,FALSE,FALSE,FALSE,2,FALSE,TRUE,12,2
7/7/2014,670000,3,3,FALSE,265.70258,FALSE,FALSE,TRUE,2,TRUE,FALSE,7,3
7/1/2014,739900,3,3,FALSE,305.65087,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,4
9/19/2014,650000,3,4,FALSE,245.26391999999998,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,4
11/7/2014,785000,3,4,FALSE,303.79281,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,3
4/13/2015,1150000,3,3,TRUE,216.46399,FALSE,TRUE,FALSE,2,TRUE,TRUE,4,3
2/18/2015,475000,1,1,FALSE,85.47076,FALSE,FALSE,FALSE,1,FALSE,TRUE,2,2
4/1/2015,525000,2,2,FALSE,139.3545,FALSE,FALSE,FALSE,1,FALSE,TRUE,4,4
10/28/2014,845000,3,5,FALSE,267.56064,FALSE,FALSE,FALSE,2,TRUE,TRUE,10,4
1/6/2015,653000,3,2,FALSE,289.85735999999997,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,4
7/24/2014,759900,3,3,FALSE,278.709,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,4
5/6/2014,488000,3,2,FALSE,187.66406,FALSE,FALSE,FALSE,2,FALSE,FALSE,5,3
8/25/2014,295000,2,1,FALSE,139.3545,TRUE,FALSE,FALSE,1,TRUE,TRUE,8,3
10/21/2014,229900,2,2,FALSE,102.1933,FALSE,FALSE,FALSE,1,TRUE,TRUE,10,1
9/16/2014,450000,2,2,TRUE,170.01248999999999,FALSE,TRUE,FALSE,1,TRUE,TRUE,9,3
10/15/2014,1072500,2,3,TRUE,268.48967,TRUE,TRUE,FALSE,2,TRUE,FALSE,10,1
11/19/2014,185000,1,2,FALSE,129.13517,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,1
1/5/2015,729000,3,4,FALSE,247.12198,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,3
5/6/2014,455000,3,2,TRUE,208.10272,FALSE,FALSE,FALSE,2,TRUE,TRUE,5,2
4/23/2015,765000,2,4,FALSE,214.60593,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,4
9/2/2014,680000,3,4,FALSE,292.64445,FALSE,FALSE,FALSE,3,FALSE,FALSE,9,4
10/9/2014,290000,2,1,TRUE,137.49644,FALSE,FALSE,FALSE,1,FALSE,TRUE,10,1
3/10/2015,580000,2,3,TRUE,203.45757,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,4
6/30/2014,760000,3,3,FALSE,306.5799,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,4
5/9/2014,920000,3,5,FALSE,348.38625,FALSE,FALSE,FALSE,3,FALSE,FALSE,5,4
11/19/2014,595000,3,2,TRUE,195.09629999999999,TRUE,TRUE,FALSE,2,TRUE,FALSE,11,3
6/23/2014,470000,2,3,FALSE,199.74145,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,2
8/12/2014,279000,2,2,TRUE,165.36734,FALSE,FALSE,FALSE,1,TRUE,TRUE,8,1
5/14/2014,317000,2,3,FALSE,170.94152,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,2
5/9/2014,585000,3,3,FALSE,222.9672,FALSE,FALSE,FALSE,3,TRUE,FALSE,5,3
9/4/2014,229000,2,2,FALSE,163.50928,FALSE,FALSE,FALSE,2,FALSE,TRUE,9,2
8/25/2014,910000,2,3,TRUE,202.52854,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,4
2/24/2015,229950,2,1,FALSE,95.69009,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,1
6/18/2014,562000,3,3,FALSE,259.663885,FALSE,FALSE,FALSE,3,FALSE,FALSE,6,2
10/7/2014,229500,2,2,FALSE,168.15443,FALSE,FALSE,FALSE,1,TRUE,TRUE,10,1
7/22/2014,639000,3,4,FALSE,205.31563,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,4
7/21/2014,265000,2,2,FALSE,144.92867999999999,FALSE,FALSE,TRUE,1,TRUE,TRUE,7,1
9/10/2014,340000,3,3,FALSE,226.68332,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,1
7/2/2014,256000,3,2,FALSE,190.45115,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
5/29/2014,405000,2,2,FALSE,115.19972,FALSE,FALSE,FALSE,2,FALSE,TRUE,5,4
5/29/2014,210000,2,2,FALSE,147.71577,FALSE,FALSE,FALSE,1,TRUE,FALSE,5,1
6/5/2014,749950,3,4,FALSE,288.92833,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,3
8/5/2014,370000,3,2,TRUE,203.45757,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,2
7/21/2014,361500,2,2,FALSE,99.40621,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,4
7/17/2014,445000,2,3,TRUE,195.09629999999999,FALSE,TRUE,FALSE,2,TRUE,TRUE,7,1
3/26/2015,660000,2,4,FALSE,216.46399,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,3
8/20/2014,299000,3,2,TRUE,215.53496,TRUE,FALSE,FALSE,2,FALSE,TRUE,8,2
11/20/2014,650000,3,4,TRUE,367.89588,FALSE,FALSE,FALSE,3,TRUE,FALSE,11,2
10/3/2014,350000,3,1,TRUE,213.6769,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,3
6/6/2014,535500,2,3,FALSE,160.72219,FALSE,FALSE,FALSE,1,TRUE,FALSE,6,3
8/29/2014,673200,3,2,FALSE,388.33454,FALSE,FALSE,FALSE,3,FALSE,FALSE,8,4
2/27/2015,988990,3,4,FALSE,385.54745,FALSE,FALSE,FALSE,3,TRUE,FALSE,2,4
11/17/2014,264500,2,2,FALSE,127.27711,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,2
8/11/2014,464000,2,3,TRUE,228.54138,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,2
2/6/2015,475000,2,2,TRUE,165.36734,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,2
7/28/2014,215000,2,2,FALSE,109.62554,FALSE,FALSE,FALSE,1,FALSE,TRUE,7,1
1/26/2015,315000,1,2,FALSE,104.05136,FALSE,FALSE,FALSE,1,FALSE,TRUE,1,2
8/25/2014,213500,2,2,FALSE,113.34166,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,1
11/4/2014,225000,1,2,FALSE,87.32882,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,1
2/20/2015,260000,2,2,FALSE,138.332567,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,1
2/11/2015,785000,3,5,FALSE,306.5799,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,4
3/4/2015,250000,1,1,TRUE,130.0642,FALSE,FALSE,FALSE,1,FALSE,FALSE,3,1
11/4/2014,449500,3,2,TRUE,211.81884,FALSE,FALSE,FALSE,3,FALSE,TRUE,11,2
10/31/2014,515000,2,3,FALSE,195.09629999999999,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,4
11/13/2014,729999,1,5,TRUE,151.43189,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,3
5/9/2014,224500,3,2,FALSE,132.85129,FALSE,FALSE,FALSE,1,FALSE,FALSE,5,1
3/6/2015,959000,2,5,FALSE,308.43796,FALSE,FALSE,TRUE,2,TRUE,TRUE,3,2
5/22/2014,398000,1,1,FALSE,54.81277,FALSE,FALSE,FALSE,1,FALSE,FALSE,5,2
8/20/2014,738950,3,3,FALSE,209.96078,TRUE,FALSE,FALSE,2,TRUE,TRUE,8,4
6/18/2014,190000,1,1,FALSE,66.89016,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,2
6/3/2014,689800,2,3,TRUE,222.03817,FALSE,FALSE,TRUE,2,TRUE,TRUE,6,2
12/26/2014,152500,3,1,FALSE,160.72219,FALSE,FALSE,FALSE,1,FALSE,FALSE,12,1
4/16/2015,775000,2,4,FALSE,329.80565,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,4
1/30/2015,330000,2,2,FALSE,198.81242,FALSE,FALSE,FALSE,1,FALSE,TRUE,1,2
6/28/2014,339900,2,2,FALSE,111.4836,FALSE,FALSE,TRUE,1,FALSE,TRUE,6,2
9/26/2014,235000,2,2,FALSE,89.18688,FALSE,FALSE,FALSE,1,FALSE,TRUE,9,2
4/8/2015,490000,3,3,TRUE,314.94117,FALSE,FALSE,FALSE,2,TRUE,TRUE,4,3
5/12/2015,825000,2,2,TRUE,186.73503,FALSE,FALSE,TRUE,1,TRUE,FALSE,5,3
8/21/2014,222000,2,2,FALSE,111.4836,FALSE,FALSE,FALSE,2,FALSE,TRUE,8,1
5/6/2015,250000,2,2,FALSE,97.54814999999999,FALSE,FALSE,FALSE,2,FALSE,TRUE,5,1
10/30/2014,340500,2,3,TRUE,285.21220999999997,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,1
6/19/2014,350000,1,1,TRUE,150.50286,FALSE,FALSE,TRUE,1,FALSE,TRUE,6,2
10/21/2014,442000,1,1,FALSE,91.97397,FALSE,TRUE,FALSE,1,FALSE,FALSE,10,2
11/11/2014,430000,3,2,TRUE,169.08346,FALSE,FALSE,FALSE,2,TRUE,TRUE,11,2
3/22/2015,608000,2,3,TRUE,222.9672,FALSE,FALSE,FALSE,2,FALSE,FALSE,3,2
7/14/2014,269950,2,2,TRUE,141.21256,FALSE,FALSE,FALSE,2,TRUE,TRUE,7,2
11/18/2014,505000,1,2,TRUE,116.12875,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,3
7/10/2014,655000,3,2,TRUE,201.59951,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,3
10/30/2014,395000,2,3,FALSE,233.18653,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,1
3/16/2015,349000,2,2,TRUE,166.29637,FALSE,FALSE,TRUE,1,TRUE,TRUE,3,1
8/12/2014,241450,2,2,FALSE,102.1933,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,2
1/21/2015,560000,3,3,TRUE,236.90265,FALSE,FALSE,FALSE,2,TRUE,TRUE,1,4
8/5/2014,288000,1,2,FALSE,132.85129,FALSE,FALSE,FALSE,1,TRUE,FALSE,8,2
5/30/2014,490000,2,2,TRUE,178.37376,FALSE,TRUE,FALSE,1,TRUE,TRUE,5,2
3/25/2015,494000,3,2,TRUE,166.29637,FALSE,FALSE,FALSE,2,TRUE,TRUE,3,2
6/10/2014,268000,1,2,TRUE,128.20614,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,2
6/12/2014,315000,1,1,FALSE,90.11591,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,2
6/18/2014,410000,3,3,TRUE,183.01891,FALSE,FALSE,FALSE,2,FALSE,TRUE,6,2
2/23/2015,300000,2,3,TRUE,264.77355,FALSE,FALSE,FALSE,3,FALSE,TRUE,2,1
4/14/2015,553000,2,2,TRUE,123.56099,FALSE,FALSE,FALSE,1,FALSE,TRUE,4,3
12/18/2014,390000,2,2,FALSE,148.6448,FALSE,FALSE,FALSE,1,TRUE,TRUE,12,2
1/13/2015,335000,1,3,FALSE,117.98681,FALSE,FALSE,FALSE,1,TRUE,FALSE,1,2
2/23/2015,598780,3,2,TRUE,282.42512,FALSE,FALSE,FALSE,2,TRUE,TRUE,2,4
4/6/2015,699000,3,5,FALSE,300.07669,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,3
3/25/2015,219000,2,1,FALSE,116.12875,FALSE,FALSE,TRUE,1,FALSE,FALSE,3,1
12/2/2014,440000,3,3,FALSE,157.00607,FALSE,FALSE,FALSE,1,TRUE,FALSE,12,2
1/7/2015,291000,2,2,TRUE,137.49644,FALSE,FALSE,FALSE,2,TRUE,TRUE,1,1
2/18/2015,604000,2,2,FALSE,133.78032,FALSE,FALSE,FALSE,1,FALSE,TRUE,2,4
12/31/2014,690000,2,3,FALSE,175.58667,FALSE,TRUE,FALSE,2,FALSE,TRUE,12,2
8/4/2014,400000,2,4,FALSE,172.79958,FALSE,FALSE,FALSE,2,FALSE,TRUE,8,2
6/23/2014,235000,3,2,TRUE,134.70935,FALSE,FALSE,FALSE,1,TRUE,FALSE,6,1
4/20/2015,440000,2,3,FALSE,189.52212,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,2
7/23/2014,282500,2,2,FALSE,155.14801,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
3/25/2015,505000,2,2,FALSE,128.20614,FALSE,FALSE,FALSE,1,FALSE,FALSE,3,4
11/5/2014,865000,2,5,FALSE,283.35415,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,4
12/17/2014,630000,3,2,TRUE,269.4187,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,2
4/15/2015,425000,2,2,FALSE,156.07704,FALSE,FALSE,FALSE,1,TRUE,FALSE,4,2
7/25/2014,282000,3,2,FALSE,222.03817,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
8/6/2014,285000,2,2,FALSE,180.23182,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,1
7/26/2014,210000,1,3,FALSE,92.903,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,1
3/12/2015,628000,3,3,FALSE,241.5478,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,2
8/14/2014,682000,3,4,FALSE,256.41228,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,2
2/12/2015,570000,2,3,TRUE,130.0642,FALSE,FALSE,FALSE,2,FALSE,FALSE,2,4
10/14/2014,445000,2,3,FALSE,171.87055,FALSE,FALSE,FALSE,1,TRUE,FALSE,10,4
8/25/2014,660000,2,3,TRUE,209.96078,FALSE,FALSE,FALSE,3,FALSE,FALSE,8,3
6/11/2014,330000,2,4,FALSE,205.31563,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,1
12/5/2014,675000,2,3,TRUE,192.30921,FALSE,TRUE,FALSE,2,TRUE,FALSE,12,3
7/7/2014,437500,2,1,FALSE,138.42547,FALSE,FALSE,TRUE,2,FALSE,FALSE,7,3
8/18/2014,377000,2,1,FALSE,169.08346,FALSE,FALSE,FALSE,1,TRUE,TRUE,8,3
4/30/2015,449500,3,4,FALSE,223.89623,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,1
9/11/2014,384205,2,3,FALSE,168.15443,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,3
11/21/2014,277950,2,2,FALSE,195.09629999999999,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,1
1/8/2015,375000,3,3,FALSE,195.09629999999999,FALSE,FALSE,TRUE,2,TRUE,TRUE,1,2
6/17/2014,402000,2,2,TRUE,134.70935,FALSE,FALSE,FALSE,1,TRUE,TRUE,6,2
7/14/2014,525000,3,2,TRUE,219.25108,FALSE,FALSE,FALSE,2,TRUE,TRUE,7,4
5/20/2014,243000,1,2,TRUE,164.43831,FALSE,FALSE,FALSE,1,FALSE,FALSE,5,1
11/11/2014,590000,2,3,FALSE,231.32847,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,4
3/27/2015,790000,2,4,FALSE,228.54138,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,3
9/19/2014,515000,2,3,FALSE,148.6448,FALSE,FALSE,FALSE,1,TRUE,TRUE,9,4
2/17/2015,315000,2,2,TRUE,175.58667,FALSE,FALSE,TRUE,1,TRUE,TRUE,2,2
6/25/2014,418800,3,2,TRUE,195.09629999999999,FALSE,FALSE,FALSE,2,TRUE,TRUE,6,2
5/30/2014,715000,3,3,TRUE,317.72826,FALSE,TRUE,TRUE,1,TRUE,TRUE,5,2
5/11/2015,360000,2,2,TRUE,168.15443,FALSE,FALSE,TRUE,1,TRUE,TRUE,5,1
12/23/2014,225000,2,1,FALSE,93.83203,FALSE,FALSE,FALSE,1,FALSE,TRUE,12,1
